Feature ID	kingdom	phylum	class	order	family	genus	species
000f7b039dfd7d855cf11b71c3d2dad8	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
562589dfde57a31e04a2ca37660225cc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
127824830507fe19ac0fe3193992c1c0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	
8363b12e3255d51ae541edb851d7625a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
fda1610645c1201ad05467a002189234	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	
792b414ff1cd0b8066919e43bb4b30ef	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_globiformis
6d2483c3d66cc6a6d89a1c3f2772461f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
2b231d8cb2e2746cec9eaafab41021da	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	
96f09e1a1923758ab6906eacd9a2e940	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
ae89e4f31367e6282286c97409057b1e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
ce41590ac3fe3f7989ca92ef2f9099c7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	
867c4de6b660c5caaf778662de6b1640	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
9d56b1e6c991b0f7c4a363be09078761	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	MB-A2-108	MB-A2-108	
1b488697e27a93e8e574d686e1ee0180	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	
b867cc010e739fc63e0711c9df8d4feb	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	
98d00b0f3a665e8760205be7935da775	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
025f723af162a5344ece3f83257a5510	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
c00f4ca86bfdf38e4c7b06cd63ffb9ab	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
a0b33f41e9960a47277a40916052300a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	
cbc1fe54f5b15de899912ef30585584b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
9681aadf28877d13381ed899be07cd82	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae		
2b45f8a8caea1e76605d0b163a7de06c	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_Acidimicrobiia
90c6e1e77c9ebc49477b7efb7c1878e7	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
ec531120f5cac94f1762e1330b19da07	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
73fe300faf4ecc7933b1553273f29c59	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	
7e59f6a1cb815d5c28f86aa6b168c62f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
47d2c9d8291e45849337596dce3145ac	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	
c93c75807211352890e16db883f68fe7	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
0fe1c21111f46189729afc5b95a40720	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
7ccdb626a4a84a069fc201c5544f5b50	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
70528e1dd1b04339b4bed5df4327b2f7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
24102cf42a0127851067e8fd59f3265c	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
0554751e14fa37d221a99fd9fb77cb6d	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	
cf992dfcf480eaec07d67d81ebaf9c09	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	
ab6d6f5b53a61f7bdd20a0d583b926da	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
e2920224d841d3cc260679ca631994fc	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	
b4d1733bb152d785076818a58120a1ca	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
b6cbb8ea416f5fae8f8ee0c8b5d8b55f	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	
d20e546b8f89f0cc38b9118b1f0d82a7	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_soil
9a9524210a520a8076c99c633d0cb424	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	
d4182dc499787b3cb721c978a8ed19c7	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
f53ad243edbcd0ddfc1113abd86c75e2	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
03fcd4d86224a08762cf243ea1a2167c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
765f91912a540648b78c620b055118b0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	
57005f409a97d0d6655f5530c9fd573f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
0f1b9c7bd0bda6bd03c7b56ec376df10	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
f88e14efd8507dd034041aa24c5b22d3	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
5a29ace74944187e0e4fa429f95604c9	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
15f49e2c34b5f8ff6799432f098b301a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	
e6a08693f4713b8a29dac219e31a5661	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
21277cba31d485c380185f9eaf5935a4	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
3e04ccded3f89a7bf119d48e5be6e03f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
5d03ef6199933fb07feb22c6698b7bfb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	
202157acc9eb7e86929afb9b486f4dc5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
6dfdc6a1cee51639e4ebe56869254464	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
8124e6f31981695147d28e004dc89ab4	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae		
9327836bb3f4cc4af0f25b6672931b42	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
32a24259f2dc25552e49ce9cf09c46ce	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	uncultured_gamma
db4402ec53293ea23e1971adffcec731	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
0961419c00b40bc7a188e2d1650906c9	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
b161cc1def501c2e5103e1f8940a7eb7	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	
9601ca2bb4adfcd2d3181084191c8f10	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
fbb9eb559e4b778c68138fe733633c74	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
5bb90f8b082d03169cd19e53c45cb52a	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	uncultured	
888d7864b3999f8cfb798aee7d5b3a3d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	
cb379c9c77dd77d2b97b4be9ea7750af	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_proteobacterium
d75d09b1e93425280f035e0f01cdac99	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
0ab5a1087e3d457e06e8be6d8febbfd3	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
2d1a7d3dae89b660f13d13601436f1cb	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
55978b8fd526a6294b167b7beedface5	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	
68c70b332ab5f8f19a126d73df3e3995	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Microvirga_aerophila
67540a2dfb3b2f7f5ac61404c51ca66f	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	
2736a3426375af0148ebd82e54e0780a	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
728f4723415d6c7574f0e1778f150e43	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
7eb77c5e9ebcf4da55a37ddb939031da	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
d6f7e9d5b8bd06db284c68663068d22f	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
bd687b90682d7bdd7cc56a19241924e9	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
ff6328dd475b3a370b22e7c5e90ce5dd	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
528adced88a560fcc4fbe596c347d52f	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_proteobacterium
a871edd1ff114e7d93057532fda58792	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	
3fc5059f1a8cabb8254a532e776de1c6	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
ab145b82a11c9e0cce54b3d237b7c89a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
632a82790c443a6e19cfa326e3c211ab	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	
09c82021f4bc92c4b3a94b522ec9a820	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
7feae571aab054929e535c751d68e7ee	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
17a6f3613824d7bf765283776801e486	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
fc69e807cacdfe546e35ce21500c9e69	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
f0747ad79bf63e0085062e60224420bd	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
d9dce281175fc6853698424089350f4c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	
e9ade8bc8ebe609313f756fbf6d2d358	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13	PLTA13	uncultured_gamma
7aa1cda9fe9da9ca554fdfae709445ef	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
273e0570fcc2c8764d2e82e8f8969145	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	
e79b4441f81d9d9fcaaa53db84d58544	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
75ce939e5c3fc2f70cc030807be7bfad	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
3bd68e82311469bf7c77694d6e6e4d41	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
5b9ba99da2318e6c0ab3f1b19203f1ec	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	
e895a793b3f0216c7d35ae362a7a7e28	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
0e544ad87fd453c9854089e81281e268	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
fc2217f503e570a176072e415b79eac8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
a47319fbc38e49198a8f64314440e4ef	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		
510e1e811391df74851b8eb0dc9a6b42	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	
1d6bc9413b6fb605395a246e0fb4928b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
0b491622f66343c98b125f7fce59953f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	
4a3c24305df3fd85aa8ce960cef52def	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
91e1417f9869cc3d89c5a5fe6d72b7e8	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
cf595a38abdc05e709e3412525dad19b	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			
cadf84a7cb2e8d0da4ffb3aa71d50714	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		
7fb86bc6ec64d58b9bada5e13c19486f	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
1648be799af33c7e39bafee608772ef6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
eab7feda7c16bff36d192ee45e22c9ac	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae		
66b9c24064c4872effd2750f6bf4b8bd	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
0455f539cc73571546437a047af1e6ba	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	
43f6c25c339f9786f4352e2ea0ef9123	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	
d49085bc23e040cca37de7a4bcc13a23	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
a0fc84412541c3073439a84ec2cc7dd6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	Nordella_oligomobilis
8101c2b4033e6cc25fe11bb1088ecfd4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	
cb532368f4b7b8d373113b7215e317d5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	
13c49ed1bdafce8c488b6fab94a768f3	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	
87471b61ae926b7655659555658e1f02	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	
76d4a9fe4851343fd620a18d8e2d7c87	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	
3574b8a9af1d884ec69f6e44442944c6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
ac0524021c52e46f8eb235596e37a0f0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	uncultured_soil
17d6950e8f00480fe4e13f25434cc2ee	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	
47fb5342f05d8940e8572d3d82022680	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
9670e2181e04e1746981d5907c52d8a8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
85c7db0c7722c88278e7722f3d4fe1bb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	
2710fb626e03d4e5f6c5b21ba740d849	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	
0f4df765d57d999ba3327d723c7a7f29	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
35f4be2f94f9e7053e69ea4b06d3966d	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
4da5fcd1b563c681c99e6c30cd5d7b62	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	uncultured	uncultured_Prosthecomicrobium
80f07cca5dc22387a7930841418f94b5	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	metagenome
87e57745d2c69e51deb36f229c72ac2b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	
6e1362e4ab3cfe832632d6df40a6a21a	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	
0392f95137300d8822bdeca84f9b0353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
29c60fc3f394e4946d454c24830fae9e	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	
ec61a737c27a85b027036b1c2f37981e	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
5fddf4c375875d9fe4ad6387c2844154	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
46b9a8050845bfaea7bc6fcb375e4cb2	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	uncultured	uncultured_delta
2a0c8f9e31e9449bd2b7d457c278801a	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
ff244f8e364accc9d7e9edbc16413ca0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae		
692a1262909d3f921326ea1b6cd619c9	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24	R7C24	
3698b4621d9fab0fdbfacab74f81d1d7	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
fa39567fb364b822b893aa0971340961	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	uncultured_bacterium
9c363e841f8ba17fa380c7dfbec23344	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
4b9fbb9181220803d462e495571c05f5	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_Actinomycetales
7d377d1e7825a64d6f6165e2b0bb1653	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
adc11d2f2c6e789130c02e2c8878e0e1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	
7483ec4f3baa61414bd6c47bdbafd7d4	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales			
e84e40b844ecfd2856e23658d1f65f40	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	
aa6f0987a39a8011764048e0f6024217	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
c766e88a8b7c90d7b8b2743acd906cdd	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	
4ff06db1cdb2b1c8461bafce2c6642b4	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
d4ec0314da157a0212e7f85925e6d6bf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	
dc40a4e196086e2b9ad74b5264f829de	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
6318c30a220ce8ed8b2d6a37923fafa7	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
9418433ba56d9c674fe3d0629c65cb0c	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	uncultured_bacterium
7e5b0015e8af38fa0746b492b905756f	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	
c65990540772e2372f934d5cb0ffe2f9	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	unidentified_marine
f78a84661929ba4b05c63fba95d8bccd	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
3ea95f9570dd6d9c94bd1d0b6af7c6f7	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	
a4ce3be7207aa18baa590b8abaaba6fa	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	0319-7L14	0319-7L14	uncultured_actinobacterium
ee4235159881fb5eb192a976b23bbdff	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	
0a4e26c33d2bc0bc15f4f0730736900e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
6c033f033e87d15942c55f90c6833535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
960b9dd33e7cc45dbda6f55e4e977d31	Bacteria	Acidobacteriota	Subgroup_25	Subgroup_25	Subgroup_25	Subgroup_25	uncultured_Acidobacteria
0a40d18c89bec14539e9a7275d2f4d0c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	
0354a293cd2a2d78fb1d50dc79395ff0	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	
23182e8c1860a48f21295c1e72f17bbc	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	
d2d2d117aba2f83f6ab655d9b1d70ab8	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	
ea5e1d6a87f69091aa2f4dd44054473b	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	
1f9bf6a7be62fae4546720545c85784d	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	
72365f11ac3e2e0fe428cce95be4bbb6	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
950abf476c71e8c7049e1cf15558edd5	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured	uncultured	
5fefbdb2f3b8c72e3a8ebfd6764810d7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
9bc2c4931f6edd240b30cd57016d1844	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	uncultured	
14bc4e4cd78816c0b4c2fd526a17c853	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	uncultured_bacterium
cd4a157eddb690678ed3adc3ceaba27b	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	
c2864effe6af440896d6a8d4eda2fec0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	
7fde6688fe05ae688534b9ee13e34612	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae		
c5ca14955bc2a3b526aee3b5ae2329e9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	KF-JG30-B3	
96c427a26f9bb3a9d39dce1da90883b5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	
ab8adb0825658cbd62556ccca098fa6c	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	uncultured_Acidimicrobiales
158f129f85ed32fe9ed3f132283ba9c6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
2518775ac179ba66ffe59a38feb836c5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
001acc4b3b7a112381733116f866798d	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
5691e15d1187ed0a22792fd97a79e3a4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
4c9836a2b243349cf0a5b400a334d510	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Verrucosispora	
f8db2c21a89d0763de72a5d4845478d1	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
0f8b4913e91e322b142efd0471772ed8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
eaa49c907c2cf99d7857f038ed644886	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	
304e48fc707c0f4d44c387720dd032ce	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	
60cc895c5af8e200caf71668bfade572	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
